tag,text,page,page_width,page_height,fontname,r,g,b,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
B-Article,106.,54,612,1008,BCDHEE+ArialNarrow-Bold,0.149,0.149,0.149,85,101,380,390,53810,9,P,Document;H4
I-Article,Documents,54,612,1008,BCDHEE+ArialNarrow-Bold,0.149,0.149,0.149,113,158,380,390,53810,9,P,Document;H4
I-Article,et,54,612,1008,BCDHEE+ArialNarrow-Bold,0.149,0.149,0.149,160,168,380,390,53810,9,P,Document;H4
I-Article,renseignements,54,612,1008,BCDHEE+ArialNarrow-Bold,0.149,0.149,0.149,170,233,380,390,53810,9,P,Document;H4
I-Article,additionnels,54,612,1008,BCDHEE+ArialNarrow-Bold,0.149,0.149,0.149,235,283,380,390,53810,9,P,Document;H4
I-Article,requis,54,612,1008,BCDHEE+ArialNarrow-Bold,0.149,0.149,0.149,286,310,380,390,53810,9,P,Document;H4
B-Alinea,Les,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,85,98,397,407,53828,10,P,Document;H5
I-Alinea,renseignements,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,101,160,397,407,53828,10,P,Document;H5
I-Alinea,et,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,163,170,397,407,53828,10,P,Document;H5
I-Alinea,les,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,173,183,397,407,53828,10,P,Document;H5
I-Alinea,documents,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,187,227,397,407,53828,10,P,Document;H5
I-Alinea,techniques,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,230,269,397,407,53828,10,P,Document;H5
I-Alinea,suivants,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,273,303,397,407,53828,10,P,Document;H5
I-Alinea,doivent,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,306,332,397,407,53828,10,P,Document;H5
I-Alinea,également,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,335,374,397,407,53828,10,P,Document;H5
I-Alinea,accompagner,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,377,426,397,407,53828,10,P,Document;H5
I-Alinea,une,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,430,443,397,407,53828,10,P,Document;H5
I-Alinea,demande,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,447,481,397,407,53828,10,P,Document;H5
I-Alinea,de,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,484,493,397,407,53828,10,P,Document;H5
I-Alinea,certificat,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,496,527,397,407,53828,10,P,Document;H5
I-Alinea,d’autorisation,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,85,134,409,419,53839,10,P,Document;H5
I-Alinea,visant,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,136,157,409,419,53839,10,P,Document;H5
I-Alinea,un,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,160,169,409,419,53839,10,P,Document;H5
I-Alinea,changement,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,171,216,409,419,53839,10,P,Document;H5
I-Alinea,d’usage,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,219,247,409,419,53839,10,P,Document;H5
I-Alinea,ou,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,250,259,409,419,53839,10,P,Document;H5
I-Alinea,de,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,261,270,409,419,53839,10,P,Document;H5
I-Alinea,destination,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,273,312,409,419,53839,10,P,Document;H5
I-Alinea,d’un,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,315,330,409,419,53839,10,P,Document;H5
I-Alinea,immeuble.,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,332,370,409,419,53839,10,P,Document;H5
I-Alinea,Les,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,373,386,409,419,53839,10,P,Document;H5
I-Alinea,plans,54,612,1008,BCDGEE+ArialNarrow,0,0,0,388,408,409,419,53839,10,P,Document;H5
I-Alinea,et,54,612,1008,BCDGEE+ArialNarrow,0,0,0,410,417,409,419,53839,10,P,Document;H5
I-Alinea,devis,54,612,1008,BCDGEE+ArialNarrow,0,0,0,419,438,409,419,53839,10,P,Document;H5
I-Alinea,exigés,54,612,1008,BCDGEE+ArialNarrow,0,0,0,441,464,409,419,53839,10,P,Document;H5
I-Alinea,au,54,612,1008,BCDGEE+ArialNarrow,0,0,0,467,476,409,419,53839,10,P,Document;H5
I-Alinea,paragraphe,54,612,1008,BCDGEE+ArialNarrow,0,0,0,478,520,409,419,53839,10,P,Document;H5
I-Alinea,5,54,612,1008,BCDGEE+ArialNarrow,0,0,0,522,527,409,419,53839,10,P,Document;H5
I-Alinea,sont,54,612,1008,BCDGEE+ArialNarrow,0,0,0,85,101,420,430,53851,10,P,Document;H5
I-Alinea,exigés,54,612,1008,BCDJEE+ArialNarrow,0,0,0,103,127,420,430,53851,10,P,Document;H5
I-Alinea,en,54,612,1008,BCDJEE+ArialNarrow,0,0,0,129,138,420,430,53851,10,P,Document;H5
I-Alinea,1,54,612,1008,BCDJEE+ArialNarrow,0,0,0,140,145,420,430,53851,10,P,Document;H5
I-Alinea,exemplaire,54,612,1008,BCDJEE+ArialNarrow,0,0,0,147,188,420,430,53851,10,P,Document;H5
I-Alinea,papier,54,612,1008,BCDJEE+ArialNarrow,0,0,0,190,213,420,430,53851,10,P,Document;H5
I-Alinea,et,54,612,1008,BCDJEE+ArialNarrow,0,0,0,215,222,420,430,53851,10,P,Document;H5
I-Alinea,l’ensemble,54,612,1008,BCDJEE+ArialNarrow,0,0,0,225,264,420,430,53851,10,P,Document;H5
I-Alinea,des,54,612,1008,BCDJEE+ArialNarrow,0,0,0,266,279,420,430,53851,10,P,Document;H5
I-Alinea,documents,54,612,1008,BCDJEE+ArialNarrow,0,0,0,282,322,420,430,53851,10,P,Document;H5
I-Alinea,doivent,54,612,1008,BCDGEE+ArialNarrow,0,0,0,325,351,420,430,53851,10,P,Document;H5
I-Alinea,être,54,612,1008,BCDGEE+ArialNarrow,0,0,0,353,367,420,430,53851,10,P,Document;H5
I-Alinea,déposés,54,612,1008,BCDGEE+ArialNarrow,0,0,0,370,401,420,430,53851,10,P,Document;H5
I-Alinea,en,54,612,1008,BCDGEE+ArialNarrow,0,0,0,403,412,420,430,53851,10,P,Document;H5
I-Alinea,format,54,612,1008,BCDGEE+ArialNarrow,0,0,0,415,438,420,430,53851,10,P,Document;H5
I-Alinea,électronique,54,612,1008,BCDGEE+ArialNarrow,0,0,0,440,485,420,430,53851,10,P,Document;H5
I-Alinea,PDF,54,612,1008,BCDGEE+ArialNarrow,0,0,0,488,504,420,430,53851,10,P,Document;H5
I-Alinea,à,54,612,1008,BCDGEE+ArialNarrow,0,0,0,506,511,420,430,53851,10,P,Document;H5
I-Alinea,une,54,612,1008,BCDGEE+ArialNarrow,0,0,0,513,527,420,430,53851,10,P,Document;H5
I-Alinea,résolution,54,612,1008,BCDGEE+ArialNarrow,0,0,0,85,121,432,442,53862,10,P,Document;H5
I-Alinea,suffisante,54,612,1008,BCDGEE+ArialNarrow,0,0,0,123,158,432,442,53862,10,P,Document;H5
I-Alinea,pour,54,612,1008,BCDGEE+ArialNarrow,0,0,0,160,177,432,442,53862,10,P,Document;H5
I-Alinea,permettre,54,612,1008,BCDGEE+ArialNarrow,0,0,0,179,214,432,442,53862,10,P,Document;H5
I-Alinea,leur,54,612,1008,BCDGEE+ArialNarrow,0,0,0,216,230,432,442,53862,10,P,Document;H5
I-Alinea,lecture,54,612,1008,BCDGEE+ArialNarrow,0,0,0,232,257,432,442,53862,10,P,Document;H5
I-Alinea,et,54,612,1008,BCDGEE+ArialNarrow,0,0,0,259,266,432,442,53862,10,P,Document;H5
I-Alinea,leur,54,612,1008,BCDGEE+ArialNarrow,0,0,0,268,282,432,442,53862,10,P,Document;H5
I-Alinea,analyse,54,612,1008,BCDGEE+ArialNarrow,0,0,0,284,312,432,442,53862,10,P,Document;H5
I-Alinea,:,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,315,317,432,442,53862,10,P,Document;H5
B-Enumeration,1.,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,120,455,465,53886,11,P,Document;H6
I-Enumeration,La,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,132,141,455,465,53886,11,P,Document;H6
I-Enumeration,date,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,144,160,455,465,53886,11,P,Document;H6
I-Enumeration,à,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,163,167,455,465,53886,11,P,Document;H6
I-Enumeration,laquelle,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,170,198,455,465,53886,11,P,Document;H6
I-Enumeration,le,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,202,208,455,465,53886,11,P,Document;H6
I-Enumeration,changement,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,211,256,455,465,53886,11,P,Document;H6
I-Enumeration,d’usage,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,259,288,455,465,53886,11,P,Document;H6
I-Enumeration,sera,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,291,307,455,465,53886,11,P,Document;H6
I-Enumeration,réalisé,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,310,334,455,465,53886,11,P,Document;H6
I-Enumeration,"et,",54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,337,346,455,465,53886,11,P,Document;H6
I-Enumeration,le,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,349,355,455,465,53886,11,P,Document;H6
I-Enumeration,cas,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,358,371,455,465,53886,11,P,Document;H6
I-Enumeration,"échéant,",54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,374,406,455,465,53886,11,P,Document;H6
I-Enumeration,la,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,409,415,455,465,53886,11,P,Document;H6
I-Enumeration,date,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,418,434,455,465,53886,11,P,Document;H6
I-Enumeration,à,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,437,442,455,465,53886,11,P,Document;H6
I-Enumeration,laquelle,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,445,473,455,465,53886,11,P,Document;H6
I-Enumeration,l’usage,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,476,502,455,465,53886,11,P,Document;H6
I-Enumeration,actuel,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,505,527,455,465,53886,11,P,Document;H6
I-Enumeration,cessera;,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,132,163,467,477,53897,11,P,Document;H6
B-Enumeration,2.,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,120,478,488,53909,12,P,Document;H6
I-Enumeration,L’identification,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,132,183,478,488,53909,12,P,Document;H6
I-Enumeration,précise,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,186,213,478,488,53909,12,P,Document;H6
I-Enumeration,de,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,216,225,478,488,53909,12,P,Document;H6
I-Enumeration,son,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,228,241,478,488,53909,12,P,Document;H6
I-Enumeration,utilisation,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,244,278,478,488,53909,12,P,Document;H6
I-Enumeration,actuelle,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,281,309,478,488,53909,12,P,Document;H6
I-Enumeration,et,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,312,319,478,488,53909,12,P,Document;H6
I-Enumeration,de,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,321,331,478,488,53909,12,P,Document;H6
I-Enumeration,l’utilisation,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,333,371,478,488,53909,12,P,Document;H6
I-Enumeration,proposée,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,374,408,478,488,53909,12,P,Document;H6
I-Enumeration,faisant,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,411,435,478,488,53909,12,P,Document;H6
I-Enumeration,l’objet,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,438,459,478,488,53909,12,P,Document;H6
I-Enumeration,de,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,462,471,478,488,53909,12,P,Document;H6
I-Enumeration,la,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,474,481,478,488,53909,12,P,Document;H6
I-Enumeration,"demande,",54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,484,520,478,488,53909,12,P,Document;H6
I-Enumeration,y,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,523,527,478,488,53909,12,P,Document;H6
I-Enumeration,compris,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,132,160,490,500,53920,12,P,Document;H6
I-Enumeration,les,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,163,173,490,500,53920,12,P,Document;H6
I-Enumeration,travaux,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,175,202,490,500,53920,12,P,Document;H6
I-Enumeration,et,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,204,211,490,500,53920,12,P,Document;H6
I-Enumeration,les,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,214,224,490,500,53920,12,P,Document;H6
I-Enumeration,ouvrages,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,226,260,490,500,53920,12,P,Document;H6
I-Enumeration,projetés;,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,262,294,490,500,53920,12,P,Document;H6
B-Enumeration,3.,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,120,501,511,53932,13,P,Document;H6
I-Enumeration,La,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,132,141,501,511,53932,13,P,Document;H6
I-Enumeration,liste,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,144,159,501,511,53932,13,P,Document;H6
I-Enumeration,des,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,162,175,501,511,53932,13,P,Document;H6
I-Enumeration,travaux,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,179,205,501,511,53932,13,P,Document;H6
I-Enumeration,nécessaires,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,209,253,501,511,53932,13,P,Document;H6
I-Enumeration,pour,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,256,272,501,511,53932,13,P,Document;H6
I-Enumeration,changer,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,276,305,501,511,53932,13,P,Document;H6
I-Enumeration,ou,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,309,318,501,511,53932,13,P,Document;H6
I-Enumeration,cesser,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,321,346,501,511,53932,13,P,Document;H6
I-Enumeration,l’usage,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,349,375,501,511,53932,13,P,Document;H6
I-Enumeration,"actuel,",54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,378,403,501,511,53932,13,P,Document;H6
I-Enumeration,incluant,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,406,434,501,511,53932,13,P,Document;H6
I-Enumeration,ceux,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,438,455,501,511,53932,13,P,Document;H6
I-Enumeration,qui,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,458,469,501,511,53932,13,P,Document;H6
I-Enumeration,pourraient,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,473,510,501,511,53932,13,P,Document;H6
I-Enumeration,être,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,513,527,501,511,53932,13,P,Document;H6
I-Enumeration,nécessaires,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,132,175,513,523,53943,13,P,Document;H6
I-Enumeration,à,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,178,182,513,523,53943,13,P,Document;H6
I-Enumeration,l’extérieur,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,184,220,513,523,53943,13,P,Document;H6
I-Enumeration,du,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,222,231,513,523,53943,13,P,Document;H6
I-Enumeration,local,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,234,251,513,523,53943,13,P,Document;H6
I-Enumeration,visé,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,253,267,513,523,53943,13,P,Document;H6
I-Enumeration,par,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,270,282,513,523,53943,13,P,Document;H6
I-Enumeration,la,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,284,290,513,523,53943,13,P,Document;H6
I-Enumeration,demande;,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,292,329,513,523,53943,13,P,Document;H6
B-Enumeration,4.,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,120,524,534,53955,14,P,Document;H6
I-Enumeration,La,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,132,141,524,534,53955,14,P,Document;H6
I-Enumeration,démonstration,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,144,196,524,534,53955,14,P,Document;H6
I-Enumeration,que,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,198,212,524,534,53955,14,P,Document;H6
I-Enumeration,le,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,215,221,524,534,53955,14,P,Document;H6
I-Enumeration,nouvel,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,224,248,524,534,53955,14,P,Document;H6
I-Enumeration,usage,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,251,273,524,534,53955,14,P,Document;H6
I-Enumeration,respecte,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,276,308,524,534,53955,14,P,Document;H6
I-Enumeration,les,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,311,321,524,534,53955,14,P,Document;H6
I-Enumeration,exigences,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,324,361,524,534,53955,14,P,Document;H6
I-Enumeration,applicables,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,364,405,524,534,53955,14,P,Document;H6
I-Enumeration,du,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,408,417,524,534,53955,14,P,Document;H6
I-Enumeration,règlement,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,420,456,524,534,53955,14,P,Document;H6
I-Enumeration,de,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,459,468,524,534,53955,14,P,Document;H6
I-Enumeration,construction,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,471,515,524,534,53955,14,P,Document;H6
I-Enumeration,en,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,518,527,524,534,53955,14,P,Document;H6
I-Enumeration,"vigueur,",54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,132,161,536,546,53966,14,P,Document;H6
I-Enumeration,notamment,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,163,204,536,546,53966,14,P,Document;H6
I-Enumeration,en,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,206,215,536,546,53966,14,P,Document;H6
I-Enumeration,matière,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,218,245,536,546,53966,14,P,Document;H6
I-Enumeration,de,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,247,256,536,546,53966,14,P,Document;H6
I-Enumeration,sécurité,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,259,288,536,546,53966,14,P,Document;H6
I-Enumeration,des,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,290,303,536,546,53966,14,P,Document;H6
I-Enumeration,biens,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,305,325,536,546,53966,14,P,Document;H6
I-Enumeration,et,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,327,334,536,546,53966,14,P,Document;H6
I-Enumeration,des,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,336,349,536,546,53966,14,P,Document;H6
I-Enumeration,personnes;,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,352,392,536,546,53966,14,P,Document;H6
B-Enumeration,5.,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,120,547,557,53977,15,P,Document;H6
I-Enumeration,Dans,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,132,151,547,557,53977,15,P,Document;H6
I-Enumeration,le,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,155,161,547,557,53977,15,P,Document;H6
I-Enumeration,cas,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,165,178,547,557,53977,15,P,Document;H6
I-Enumeration,d’un,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,182,197,547,557,53977,15,P,Document;H6
I-Enumeration,"bâtiment,",54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,201,235,547,557,53977,15,P,Document;H6
I-Enumeration,les,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,239,249,547,557,53977,15,P,Document;H6
I-Enumeration,plans,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,253,273,547,557,53977,15,P,Document;H6
I-Enumeration,et,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,277,284,547,557,53977,15,P,Document;H6
I-Enumeration,devis,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,288,307,547,557,53977,15,P,Document;H6
I-Enumeration,requis,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,311,333,547,557,53977,15,P,Document;H6
I-Enumeration,pour,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,337,353,547,557,53977,15,P,Document;H6
I-Enumeration,avoir,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,357,375,547,557,53977,15,P,Document;H6
I-Enumeration,une,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,379,393,547,557,53977,15,P,Document;H6
I-Enumeration,compréhension,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,397,453,547,557,53977,15,P,Document;H6
I-Enumeration,claire,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,457,476,547,557,53977,15,P,Document;H6
I-Enumeration,du,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,480,489,547,557,53977,15,P,Document;H6
I-Enumeration,projet,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,493,514,547,557,53977,15,P,Document;H6
I-Enumeration,de,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,518,527,547,557,53977,15,P,Document;H6
I-Enumeration,changement,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,132,177,559,569,53989,15,P,Document;H6
I-Enumeration,d’usage,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,179,208,559,569,53989,15,P,Document;H6
I-Enumeration,ou,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,210,219,559,569,53989,15,P,Document;H6
I-Enumeration,de,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,221,230,559,569,53989,15,P,Document;H6
I-Enumeration,destination,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,233,272,559,569,53989,15,P,Document;H6
I-Enumeration,du,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,275,284,559,569,53989,15,P,Document;H6
I-Enumeration,bâtiment;,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,286,320,559,569,53989,15,P,Document;H6
B-Enumeration,6.,54,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,120,570,580,54000,16,P,Document;H6
I-Enumeration,Dans,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,132,151,570,580,54000,16,P,Document;H6
I-Enumeration,le,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,153,159,570,580,54000,16,P,Document;H6
I-Enumeration,cas,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,162,174,570,580,54000,16,P,Document;H6
I-Enumeration,d’un,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,177,192,570,580,54000,16,P,Document;H6
I-Enumeration,"terrain,",54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,194,220,570,580,54000,16,P,Document;H6
I-Enumeration,un,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,222,231,570,580,54000,16,P,Document;H6
I-Enumeration,plan,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,234,249,570,580,54000,16,P,Document;H6
I-Enumeration,à,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,251,256,570,580,54000,16,P,Document;H6
I-Enumeration,l’échelle,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,258,288,570,580,54000,16,P,Document;H6
I-Enumeration,montrant,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,290,322,570,580,54000,16,P,Document;H6
I-Enumeration,:,54,612,1008,BCDJEE+ArialNarrow,0.149,0.149,0.149,325,327,570,580,54000,16,P,Document;H6
B-Pied,54,54,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,520,527,965,973,54395,,Artifact,
B-Tete,Règlement,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,85,117,36,45,54475,,Artifact,
I-Tete,sur,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,119,128,36,45,54475,,Artifact,
I-Tete,les,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,130,138,36,45,54475,,Artifact,
I-Tete,permis,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,140,160,36,45,54475,,Artifact,
I-Tete,et,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,161,167,36,45,54475,,Artifact,
I-Tete,certificats,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,169,196,36,45,54475,,Artifact,
I-Tete,numéro,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,198,220,36,45,54475,,Artifact,
I-Tete,1314-2021-PC,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,222,265,36,45,54475,,Artifact,
I-Tete,Chapitre,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,345,370,36,45,54475,,Artifact,
I-Tete,5,55,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,372,376,36,45,54475,,Artifact,
